word,freq
religion,239
religious,86
belief,40
culture,33
practice,32
world,29
also,27
term,26
one,24
concept,23
many,22
god,21
study,20
people,20
law,19
judaism,19
including,19
century,19
word,18
used,17
sacred,17
mythology,17
life,17
faith,17
country,17
ancient,17
modern,16
christian,16
mean,15
may,15
include,15
form,15
even,15
christianity,15
theory,14
religiō,14
science,13
islam,13
group,13
general,13
found,13
system,12
population,12
meaning,12
human,12
tradition,11
thing,11
text,11
state,11
social,11
scholar,11
others,11
defined,11
western,10
time,10
thought,10
political,10
particular,10
origin,10
often,10
new,10
nature,10
muslim,10
movement,10
definition,10
cultural,10
called,10
buddhism,10
individual,9
hinduism,9
health,9
asia,9
according,9
abrahamic,9
the,8
superstition,8
sometimes,8
roman,8
prophet,8
philosophy,8
number,8
meant,8
history,8
folk,8
first,8
ethnic,8
divine,8
being,8
19th,8
worship,7
well,7
various,7
though,7
supernatural,7
source,7
several,7
sense,7
scientific,7
related,7
practiced,7
natural,7
myth,7
is,7
however,7
greek,7
fear,7
experience,7
dharma,7
define,7
comparative,7
common,7
cognitive,7
based,7
attempt,7
argued,7
africa,7
a,7
would,6
universal,6
understanding,6
true,6
translated,6
traditional,6
spiritual,6
set,6
primarily,6
place,6
phenomenon,6
much,6
medieval,6
le,6
language,6
islamic,6
indigenous,6
indian,6
emerged,6
eg,6
due,6
deity,6
category,6
atheist,6
aspect,6
almost,6
adherent,6
academic,6
way,5
value,5
throughout,5
that,5
teaching,5
smaller,5
similar,5
service,5
right,5
relationship,5
regarding,5
reason,5
quality,5
public,5
power,5
moral,5
model,5
latin,5
known,5
jew,5
japan,5
james,5
iran,5
instance,5
india,5
good,5
global,5
founded,5
follower,5
field,5
feeling,5
fact,5
explain,5
element,5
east,5
distinguish,5
different,5
death,5
context,5
concern,5
community,5
come,5
claim,5
church,5
ce,5
believe,5
zoroastrianism,4
which,4
whether,4
whatever,4
west,4
wealth,4
virtue,4
violence,4
use,4
universe,4
understood,4
u,4
towards,4
toward,4
today,4
thus,4
threskeia,4
taoism,4
symbol,4
story,4
southeast,4
seen,4
school,4
root,4
ritual,4
religiosity,4
relation,4
range,4
quran,4
psychology,4
protestant,4
politics,4
philosophical,4
outside,4
organized,4
obligation,4
not,4
nonreligious,4
needed,4
nation,4
morality,4
men,4
like,4
later,4
largest,4
jewish,4
jesus,4
japanese,4
it,4
israel,4
interfaith,4
institution,4
includes,4
in,4
important,4
idea,4
historically,4
hindu,4
help,4
greece,4
given,4
generally,4
geertz,4
example,4
evolutionary,4
evidence,4
every,4
european,4
english,4
eastern,4
doctrine,4
distinct,4
discipline,4
dimension,4
dialogue,4
development,4
depth,4
defining,4
considered,4
consider,4
closely,4
classification,4
classical,4
chinese,4
central,4
broad,4
birth,4
billion,4
behavior,4
bce,4
associated,4
around,4
anything,4
anxiety,4
antiquity,4
anthropologist,4
among,4
although,4
african,4
written,3
widely,3
whilst,3
variety,3
usually,3
unity,3
united,3
unaffiliated,3
ultimate,3
two,3
truth,3
traditionally,3
together,3
three,3
theology,3
theologian,3
them,3
theistic,3
symbolic,3
substance,3
subject,3
structure,3
still,3
spiritualityreligiosity,3
spirit,3
soil,3
society,3
since,3
similarly,3
sikh,3
significant,3
sign,3
sharia,3
seek,3
secular,3
sacrifice,3
rome,3
richard,3
relatively,3
regardless,3
regard,3
refer,3
recent,3
reality,3
rather,3
rate,3
prayer,3
possible,3
per,3
paul,3
path,3
part,3
orthodox,3
organization,3
order,3
or,3
of,3
nonwestern,3
music,3
mundane,3
multiple,3
monotheistic,3
monastic,3
method,3
member,3
max,3
man,3
make,3
major,3
main,3
looked,3
