word,freq
love,274
god,48
one,32
human,23
sexual,21
people,20
term,19
often,19
feeling,19
romantic,18
used,17
life,17
also,17
word,15
three,14
form,14
desire,14
needed,13
loving,12
considered,12
commitment,12
christian,12
attachment,12
relationship,11
others,11
meaning,11
interpersonal,11
another,11
two,10
refers,10
different,10
wrote,9
to,9
lust,9
loved,9
like,9
however,9
greek,9
concept,9
world,8
verb,8
many,8
intimacy,8
includes,8
heart,8
good,8
friendship,8
being,8
action,8
you,7
time,7
sufism,7
state,7
see,7
saint,7
person,7
passion,7
parent,7
material,7
language,7
found,7
example,7
english,7
enemy,7
bhakti,7
augustine,7
attraction,7
work,6
view,6
understanding,6
towards,6
theory,6
the,6
supreme,6
stage,6
social,6
reproduction,6
oneself,6
name,6
may,6
lover,6
godhead,6
friend,6
free,6
corresponding,6
component,6
come,6
chinese,6
child,6
called,6
benevolent,6
愛,5
ài,5
western,5
way,5
various,5
usually,5
unconditional,5
thing,5
sense,5
seen,5
rather,5
psychology,5
poetry,5
passionate,5
nature,5
modern,5
mating,5
latin,5
krishna,5
koi,5
kindness,5
john,5
involves,5
including,5
important,5
generally,5
eros,5
divine,5
describe,5
commonly,5
common,5
cause,5
buddhism,5
book,5
ancient,5
agape,5
affection,5
activity,5
year,4
without,4
vaishnava,4
universal,4
tradition,4
theologian,4
subject,4
strong,4
storge,4
spiritual,4
sometimes,4
since,4
several,4
selfish,4
regard,4
referred,4
range,4
quran,4
practice,4
positive,4
pleasure,4
philosopher,4
phenomenon,4
noun,4
marriage,4
make,4
major,4
literature,4
kama,4
jesus,4
i,4
greatest,4
family,4
factor,4
expression,4
everything,4
even,4
emotional,4
distinguished,4
definition,4
contrasted,4
confucianism,4
compassionate,4
companionate,4
commandment,4
combination,4
believed,4
belief,4
associated,4
always,4
all,4
ai,4
adaptive,4
according,4
wǒ,3
would,3
within,3
well,3
virtue,3
variety,3
value,3
use,3
usage,3
us,3
unselfish,3
universe,3
true,3
torah,3
thomas,3
third,3
tend,3
take,3
system,3
suffering,3
such,3
specific,3
sex,3
say,3
said,3
roman,3
religious,3
rarely,3
radha,3
psychologist,3
psychological,3
principle,3
prema,3
pope,3
platonic,3
philosophy,3
philosophical,3
